"","Raumordnungsregion Nr","Raumordnungsregion","Jahr","Bevölkerung","GISD_Score","GISD_5","GISD_10","GISD_k"
"877",806,"Neckar-Alb",2010,692545,0.255195,2,3,2
"878",806,"Neckar-Alb",2011,692545,0.227207,2,3,2
"879",806,"Neckar-Alb",2012,692545,0.237098,2,3,2
"880",806,"Neckar-Alb",2013,692545,0.224107,2,3,2
"881",806,"Neckar-Alb",2014,692545,0.241288,2,3,2
"882",806,"Neckar-Alb",2015,692545,0.245825,2,3,2
"883",807,"Nordschwarzwald",1998,589905,0.065097,1,1,1
"884",807,"Nordschwarzwald",1999,589905,0.072757,1,1,1
"885",807,"Nordschwarzwald",2000,589905,0.050976,1,1,1
"886",807,"Nordschwarzwald",2001,589905,0.053845,1,1,1
"887",807,"Nordschwarzwald",2002,589905,0.042563,1,1,1
"888",807,"Nordschwarzwald",2003,589905,0.048203,1,1,1
"889",807,"Nordschwarzwald",2004,589905,0.048787,1,1,1
"890",807,"Nordschwarzwald",2005,589905,0.052737,1,1,1
"891",807,"Nordschwarzwald",2006,589905,0.080992,1,1,1
"892",807,"Nordschwarzwald",2007,589905,0.087901,1,1,1
"893",807,"Nordschwarzwald",2008,589905,0.077486,1,1,1
"894",807,"Nordschwarzwald",2009,589905,0.132902,1,2,1
"895",807,"Nordschwarzwald",2010,589905,0.124256,1,1,1
"896",807,"Nordschwarzwald",2011,589905,0.102483,1,1,1
"897",807,"Nordschwarzwald",2012,589905,0.101471,1,1,1
"898",807,"Nordschwarzwald",2013,589905,0.110392,1,1,1
"899",807,"Nordschwarzwald",2014,589905,0.132557,1,1,1
"900",807,"Nordschwarzwald",2015,589905,0.137257,1,2,1
"901",808,"Ostwürttemberg",1998,443177,0.118709,1,2,1
"902",808,"Ostwürttemberg",1999,443177,0.113876,1,2,1
"903",808,"Ostwürttemberg",2000,443177,0.122985,1,2,1
"904",808,"Ostwürttemberg",2001,443177,0.1327,1,2,1
"905",808,"Ostwürttemberg",2002,443177,0.123854,1,2,1
"906",808,"Ostwürttemberg",2003,443177,0.127977,1,2,1
"907",808,"Ostwürttemberg",2004,443177,0.121546,1,2,1
"908",808,"Ostwürttemberg",2005,443177,0.141641,1,2,1
"909",808,"Ostwürttemberg",2006,443177,0.150165,1,2,1
"910",808,"Ostwürttemberg",2007,443177,0.142439,1,2,1
"911",808,"Ostwürttemberg",2008,443177,0.136483,1,2,1
"912",808,"Ostwürttemberg",2009,443177,0.179267,1,2,1
"913",808,"Ostwürttemberg",2010,443177,0.167992,1,2,1
"914",808,"Ostwürttemberg",2011,443177,0.152675,1,2,1
"915",808,"Ostwürttemberg",2012,443177,0.162178,1,2,1
"916",808,"Ostwürttemberg",2013,443177,0.157298,1,2,1
"917",808,"Ostwürttemberg",2014,443177,0.163683,1,2,1
"918",808,"Ostwürttemberg",2015,443177,0.155825,1,2,1
"919",809,"Schwarzwald-Baar-Heuberg",1998,483754,0,1,1,1
"920",809,"Schwarzwald-Baar-Heuberg",1999,483754,0,1,1,1
"921",809,"Schwarzwald-Baar-Heuberg",2000,483754,0,1,1,1
"922",809,"Schwarzwald-Baar-Heuberg",2001,483754,0,1,1,1
"923",809,"Schwarzwald-Baar-Heuberg",2002,483754,0,1,1,1
"924",809,"Schwarzwald-Baar-Heuberg",2003,483754,0,1,1,1
"925",809,"Schwarzwald-Baar-Heuberg",2004,483754,0,1,1,1
"926",809,"Schwarzwald-Baar-Heuberg",2005,483754,0,1,1,1
"927",809,"Schwarzwald-Baar-Heuberg",2006,483754,0,1,1,1
"928",809,"Schwarzwald-Baar-Heuberg",2007,483754,0,1,1,1
"929",809,"Schwarzwald-Baar-Heuberg",2008,483754,0,1,1,1
"930",809,"Schwarzwald-Baar-Heuberg",2009,483754,0.043071,1,1,1
"931",809,"Schwarzwald-Baar-Heuberg",2010,483754,0.022611,1,1,1
"932",809,"Schwarzwald-Baar-Heuberg",2011,483754,0,1,1,1
"933",809,"Schwarzwald-Baar-Heuberg",2012,483754,0,1,1,1
"934",809,"Schwarzwald-Baar-Heuberg",2013,483754,0.005065,1,1,1
"935",809,"Schwarzwald-Baar-Heuberg",2014,483754,0,1,1,1
"936",809,"Schwarzwald-Baar-Heuberg",2015,483754,0.014413,1,1,1
"937",810,"Stuttgart",1998,2735425,0.019028,1,1,1
"938",810,"Stuttgart",1999,2735425,0.033662,1,1,1
"939",810,"Stuttgart",2000,2735425,0.024551,1,1,1
"940",810,"Stuttgart",2001,2735425,0.018788,1,1,1
"941",810,"Stuttgart",2002,2735425,0.018603,1,1,1
"942",810,"Stuttgart",2003,2735425,0.025771,1,1,1
"943",810,"Stuttgart",2004,2735425,0.040507,1,1,1
"944",810,"Stuttgart",2005,2735425,0.070132,1,1,1
"945",810,"Stuttgart",2006,2735425,0.082657,1,1,1
"946",810,"Stuttgart",2007,2735425,0.118621,1,2,1
"947",810,"Stuttgart",2008,2735425,0.13814,1,2,1
"948",810,"Stuttgart",2009,2735425,0.193805,2,3,2
"949",810,"Stuttgart",2010,2735425,0.211224,2,3,2
"950",810,"Stuttgart",2011,2735425,0.212748,2,3,2
"951",810,"Stuttgart",2012,2735425,0.222552,2,3,2
"952",810,"Stuttgart",2013,2735425,0.222951,2,3,2
"953",810,"Stuttgart",2014,2735425,0.234624,2,3,2
"954",810,"Stuttgart",2015,2735425,0.23304,2,3,2
"955",811,"Südlicher Oberrhein",1998,1065924,0.213113,2,4,2
"956",811,"Südlicher Oberrhein",1999,1065924,0.208573,2,3,2
"957",811,"Südlicher Oberrhein",2000,1065924,0.199476,2,3,2
"958",811,"Südlicher Oberrhein",2001,1065924,0.200514,2,3,2
"959",811,"Südlicher Oberrhein",2002,1065924,0.195633,2,3,2
"960",811,"Südlicher Oberrhein",2003,1065924,0.189574,2,3,2
"961",811,"Südlicher Oberrhein",2004,1065924,0.193178,2,3,2
"962",811,"Südlicher Oberrhein",2005,1065924,0.209867,2,3,2
"963",811,"Südlicher Oberrhein",2006,1065924,0.228564,2,3,2
"964",811,"Südlicher Oberrhein",2007,1065924,0.24753,2,4,2
"965",811,"Südlicher Oberrhein",2008,1065924,0.268814,2,4,2
"966",811,"Südlicher Oberrhein",2009,1065924,0.290264,2,4,2
"967",811,"Südlicher Oberrhein",2010,1065924,0.295732,2,4,2
"968",811,"Südlicher Oberrhein",2011,1065924,0.275745,2,4,2
"969",811,"Südlicher Oberrhein",2012,1065924,0.278842,2,4,2
"970",811,"Südlicher Oberrhein",2013,1065924,0.275141,2,4,2
"971",811,"Südlicher Oberrhein",2014,1065924,0.293962,2,4,2
"972",811,"Südlicher Oberrhein",2015,1065924,0.29715,2,4,2
"973",812,"Unterer Neckar",1998,1146842,0.263853,2,4,2
"974",812,"Unterer Neckar",1999,1146842,0.278944,3,5,2
"975",812,"Unterer Neckar",2000,1146842,0.268761,3,5,2
"976",812,"Unterer Neckar",2001,1146842,0.28461,3,5,2
"977",812,"Unterer Neckar",2002,1146842,0.286532,3,5,2
"978",812,"Unterer Neckar",2003,1146842,0.287827,3,5,2
"979",812,"Unterer Neckar",2004,1146842,0.290889,3,5,2
"980",812,"Unterer Neckar",2005,1146842,0.32627,3,5,2
"981",812,"Unterer Neckar",2006,1146842,0.360058,3,5,2
"982",812,"Unterer Neckar",2007,1146842,0.357536,3,5,2
"983",812,"Unterer Neckar",2008,1146842,0.383718,3,5,2
"984",812,"Unterer Neckar",2009,1146842,0.440502,3,6,2
"985",812,"Unterer Neckar",2010,1146842,0.450438,3,6,2
"986",812,"Unterer Neckar",2011,1146842,0.416992,3,5,2
"987",812,"Unterer Neckar",2012,1146842,0.443333,3,6,2
"988",812,"Unterer Neckar",2013,1146842,0.450282,3,5,2
"989",812,"Unterer Neckar",2014,1146842,0.453946,3,6,2
"990",812,"Unterer Neckar",2015,1146842,0.466141,3,6,2
"991",901,"Allgäu",1998,480488,0.143435,2,3,2
"992",901,"Allgäu",1999,480488,0.152057,2,3,2
"993",901,"Allgäu",2000,480488,0.146804,2,3,2
"994",901,"Allgäu",2001,480488,0.165253,2,3,2
"995",901,"Allgäu",2002,480488,0.154348,2,3,2
"996",901,"Allgäu",2003,480488,0.149421,2,3,2
"997",901,"Allgäu",2004,480488,0.151252,2,3,2
"998",901,"Allgäu",2005,480488,0.143418,1,2,1
"999",901,"Allgäu",2006,480488,0.151213,1,2,1
"1000",901,"Allgäu",2007,480488,0.153773,1,2,1
"1001",901,"Allgäu",2008,480488,0.168427,1,2,1
"1002",901,"Allgäu",2009,480488,0.178383,1,2,1
"1003",901,"Allgäu",2010,480488,0.179266,1,2,1
"1004",901,"Allgäu",2011,480488,0.194633,1,2,1
"1005",901,"Allgäu",2012,480488,0.182703,1,2,1
"1006",901,"Allgäu",2013,480488,0.180138,1,2,1
"1007",901,"Allgäu",2014,480488,0.181745,1,2,1
"1008",901,"Allgäu",2015,480488,0.173541,1,2,1
"1009",902,"Augsburg",1998,888810,0.099716,1,2,1
"1010",902,"Augsburg",1999,888810,0.114576,1,2,1
"1011",902,"Augsburg",2000,888810,0.068944,1,1,1
"1012",902,"Augsburg",2001,888810,0.076944,1,1,1
"1013",902,"Augsburg",2002,888810,0.082668,1,1,1
"1014",902,"Augsburg",2003,888810,0.098181,1,2,1
"1015",902,"Augsburg",2004,888810,0.111925,1,2,1
"1016",902,"Augsburg",2005,888810,0.140784,1,2,1
"1017",902,"Augsburg",2006,888810,0.144778,1,2,1
"1018",902,"Augsburg",2007,888810,0.13262,1,2,1
"1019",902,"Augsburg",2008,888810,0.152563,1,2,1
"1020",902,"Augsburg",2009,888810,0.122648,1,1,1
"1021",902,"Augsburg",2010,888810,0.145533,1,2,1
"1022",902,"Augsburg",2011,888810,0.17879,1,2,1
"1023",902,"Augsburg",2012,888810,0.174054,1,2,1
"1024",902,"Augsburg",2013,888810,0.165887,1,2,1
"1025",902,"Augsburg",2014,888810,0.184013,1,2,1
"1026",902,"Augsburg",2015,888810,0.168653,1,2,1
"1027",903,"Bayerischer Untermain",1998,371127,0.083082,1,2,1
"1028",903,"Bayerischer Untermain",1999,371127,0.093649,1,2,1
"1029",903,"Bayerischer Untermain",2000,371127,0.054287,1,1,1
"1030",903,"Bayerischer Untermain",2001,371127,0.05143,1,1,1
"1031",903,"Bayerischer Untermain",2002,371127,0.065974,1,1,1
"1032",903,"Bayerischer Untermain",2003,371127,0.070927,1,1,1
"1033",903,"Bayerischer Untermain",2004,371127,0.077301,1,1,1
"1034",903,"Bayerischer Untermain",2005,371127,0.096136,1,1,1
"1035",903,"Bayerischer Untermain",2006,371127,0.102931,1,1,1
"1036",903,"Bayerischer Untermain",2007,371127,0.109272,1,1,1
"1037",903,"Bayerischer Untermain",2008,371127,0.114395,1,1,1
"1038",903,"Bayerischer Untermain",2009,371127,0.104134,1,1,1
"1039",903,"Bayerischer Untermain",2010,371127,0.11441,1,1,1
"1040",903,"Bayerischer Untermain",2011,371127,0.122656,1,1,1
"1041",903,"Bayerischer Untermain",2012,371127,0.107638,1,1,1
"1042",903,"Bayerischer Untermain",2013,371127,0.13861,1,1,1
"1043",903,"Bayerischer Untermain",2014,371127,0.141528,1,1,1
"1044",903,"Bayerischer Untermain",2015,371127,0.115376,1,1,1
"1045",904,"Donau-Iller (BY)",1998,476722,0.007881,1,1,1
"1046",904,"Donau-Iller (BY)",1999,476722,0.042679,1,1,1
"1047",904,"Donau-Iller (BY)",2000,476722,0.026198,1,1,1
"1048",904,"Donau-Iller (BY)",2001,476722,0.033661,1,1,1
"1049",904,"Donau-Iller (BY)",2002,476722,0.027959,1,1,1
"1050",904,"Donau-Iller (BY)",2003,476722,0.037447,1,1,1
"1051",904,"Donau-Iller (BY)",2004,476722,0.036914,1,1,1
"1052",904,"Donau-Iller (BY)",2005,476722,0.021937,1,1,1
"1053",904,"Donau-Iller (BY)",2006,476722,0.028912,1,1,1
"1054",904,"Donau-Iller (BY)",2007,476722,0.028985,1,1,1
"1055",904,"Donau-Iller (BY)",2008,476722,0.03367,1,1,1
"1056",904,"Donau-Iller (BY)",2009,476722,0,1,1,1
"1057",904,"Donau-Iller (BY)",2010,476722,0,1,1,1
"1058",904,"Donau-Iller (BY)",2011,476722,0.016542,1,1,1
"1059",904,"Donau-Iller (BY)",2012,476722,0.008083,1,1,1
"1060",904,"Donau-Iller (BY)",2013,476722,0,1,1,1
"1061",904,"Donau-Iller (BY)",2014,476722,0.01486,1,1,1
"1062",904,"Donau-Iller (BY)",2015,476722,0,1,1,1
"1063",905,"Donau-Wald",1998,656044,0.228213,2,4,2
"1064",905,"Donau-Wald",1999,656044,0.227096,2,4,2
"1065",905,"Donau-Wald",2000,656044,0.203339,2,4,2
"1066",905,"Donau-Wald",2001,656044,0.215111,2,3,2
"1067",905,"Donau-Wald",2002,656044,0.190548,2,3,2
"1068",905,"Donau-Wald",2003,656044,0.199582,2,4,2
"1069",905,"Donau-Wald",2004,656044,0.192652,2,3,2
"1070",905,"Donau-Wald",2005,656044,0.219711,2,3,2
"1071",905,"Donau-Wald",2006,656044,0.207027,2,3,2
"1072",905,"Donau-Wald",2007,656044,0.206645,2,3,2
"1073",905,"Donau-Wald",2008,656044,0.222021,2,3,2
"1074",905,"Donau-Wald",2009,656044,0.228833,2,3,2
"1075",905,"Donau-Wald",2010,656044,0.222887,2,3,2
"1076",905,"Donau-Wald",2011,656044,0.234801,2,3,2
"1077",905,"Donau-Wald",2012,656044,0.21869,2,3,2
"1078",905,"Donau-Wald",2013,656044,0.218653,2,3,2
"1079",905,"Donau-Wald",2014,656044,0.222726,2,3,2
"1080",905,"Donau-Wald",2015,656044,0.206473,2,3,2
"1081",906,"Industrieregion Mittelfranken",1998,1324120,0.107672,1,2,1
"1082",906,"Industrieregion Mittelfranken",1999,1324120,0.114487,1,2,1
"1083",906,"Industrieregion Mittelfranken",2000,1324120,0.080579,1,2,1
"1084",906,"Industrieregion Mittelfranken",2001,1324120,0.079377,1,2,1
"1085",906,"Industrieregion Mittelfranken",2002,1324120,0.097658,1,2,1
"1086",906,"Industrieregion Mittelfranken",2003,1324120,0.108477,1,2,1
"1087",906,"Industrieregion Mittelfranken",2004,1324120,0.128006,1,2,1
"1088",906,"Industrieregion Mittelfranken",2005,1324120,0.163211,2,3,2
"1089",906,"Industrieregion Mittelfranken",2006,1324120,0.175727,2,3,2
"1090",906,"Industrieregion Mittelfranken",2007,1324120,0.168304,1,2,1
"1091",906,"Industrieregion Mittelfranken",2008,1324120,0.170596,1,2,1
"1092",906,"Industrieregion Mittelfranken",2009,1324120,0.178254,1,2,1
"1093",906,"Industrieregion Mittelfranken",2010,1324120,0.194691,1,2,1
"1094",906,"Industrieregion Mittelfranken",2011,1324120,0.218296,2,3,2
"1095",906,"Industrieregion Mittelfranken",2012,1324120,0.206805,2,3,2
"1096",906,"Industrieregion Mittelfranken",2013,1324120,0.237408,2,3,2
"1097",906,"Industrieregion Mittelfranken",2014,1324120,0.224386,2,3,2
"1098",906,"Industrieregion Mittelfranken",2015,1324120,0.225668,2,3,2
"1099",907,"Ingolstadt",1998,480025,0.055239,1,1,1
"1100",907,"Ingolstadt",1999,480025,0.080764,1,1,1
"1101",907,"Ingolstadt",2000,480025,0.104785,1,2,1
"1102",907,"Ingolstadt",2001,480025,0.113807,1,2,1
"1103",907,"Ingolstadt",2002,480025,0.111357,1,2,1
"1104",907,"Ingolstadt",2003,480025,0.112805,1,2,1
"1105",907,"Ingolstadt",2004,480025,0.103896,1,1,1
"1106",907,"Ingolstadt",2005,480025,0.107385,1,1,1
"1107",907,"Ingolstadt",2006,480025,0.106358,1,2,1
"1108",907,"Ingolstadt",2007,480025,0.105867,1,1,1
"1109",907,"Ingolstadt",2008,480025,0.129566,1,1,1
"1110",907,"Ingolstadt",2009,480025,0.104327,1,1,1
"1111",907,"Ingolstadt",2010,480025,0.098289,1,1,1
"1112",907,"Ingolstadt",2011,480025,0.119362,1,1,1
"1113",907,"Ingolstadt",2012,480025,0.103026,1,1,1
"1114",907,"Ingolstadt",2013,480025,0.070755,1,1,1
"1115",907,"Ingolstadt",2014,480025,0.087918,1,1,1
"1116",907,"Ingolstadt",2015,480025,0.077648,1,1,1
"1117",908,"Landshut",1998,437110,0.07191,1,1,1
"1118",908,"Landshut",1999,437110,0.064668,1,1,1
"1119",908,"Landshut",2000,437110,0.064628,1,1,1
"1120",908,"Landshut",2001,437110,0.064432,1,1,1
"1121",908,"Landshut",2002,437110,0.04468,1,1,1
"1122",908,"Landshut",2003,437110,0.013132,1,1,1
"1123",908,"Landshut",2004,437110,0.006342,1,1,1
"1124",908,"Landshut",2005,437110,0.010968,1,1,1
"1125",908,"Landshut",2006,437110,0.030017,1,1,1
"1126",908,"Landshut",2007,437110,0.031185,1,1,1
"1127",908,"Landshut",2008,437110,0.056821,1,1,1
"1128",908,"Landshut",2009,437110,0.032251,1,1,1
"1129",908,"Landshut",2010,437110,0.043014,1,1,1
"1130",908,"Landshut",2011,437110,0.044471,1,1,1
"1131",908,"Landshut",2012,437110,0.046888,1,1,1
"1132",908,"Landshut",2013,437110,0.023968,1,1,1
"1133",908,"Landshut",2014,437110,0.007813,1,1,1
"1134",908,"Landshut",2015,437110,0.013604,1,1,1
"1135",909,"Main-Rhön",1998,434192,0.188295,2,3,2
"1136",909,"Main-Rhön",1999,434192,0.197807,2,3,2
"1137",909,"Main-Rhön",2000,434192,0.180443,2,3,2
"1138",909,"Main-Rhön",2001,434192,0.195202,2,3,2
"1139",909,"Main-Rhön",2002,434192,0.177146,2,3,2
"1140",909,"Main-Rhön",2003,434192,0.156053,2,3,2
"1141",909,"Main-Rhön",2004,434192,0.169713,2,3,2
"1142",909,"Main-Rhön",2005,434192,0.19367,2,3,2
"1143",909,"Main-Rhön",2006,434192,0.191704,2,3,2
"1144",909,"Main-Rhön",2007,434192,0.169972,2,3,2
"1145",909,"Main-Rhön",2008,434192,0.190716,2,3,2
"1146",909,"Main-Rhön",2009,434192,0.197307,2,3,2
"1147",909,"Main-Rhön",2010,434192,0.194864,1,2,1
"1148",909,"Main-Rhön",2011,434192,0.203051,1,2,1
"1149",909,"Main-Rhön",2012,434192,0.16406,1,2,1
"1150",909,"Main-Rhön",2013,434192,0.185038,1,2,1
"1151",909,"Main-Rhön",2014,434192,0.171201,1,2,1
"1152",909,"Main-Rhön",2015,434192,0.169198,1,2,1
"1153",910,"München",1998,2848906,0.024256,1,1,1
"1154",910,"München",1999,2848906,0.058608,1,1,1
"1155",910,"München",2000,2848906,0.050879,1,1,1
"1156",910,"München",2001,2848906,0.03071,1,1,1
"1157",910,"München",2002,2848906,0.065223,1,1,1
"1158",910,"München",2003,2848906,0.084207,1,1,1
"1159",910,"München",2004,2848906,0.105082,1,2,1
"1160",910,"München",2005,2848906,0.137328,1,2,1
"1161",910,"München",2006,2848906,0.170794,2,3,2
"1162",910,"München",2007,2848906,0.182536,2,3,2
"1163",910,"München",2008,2848906,0.156605,1,2,1
"1164",910,"München",2009,2848906,0.175626,1,2,1
"1165",910,"München",2010,2848906,0.222684,2,3,2
"1166",910,"München",2011,2848906,0.257195,2,3,2
"1167",910,"München",2012,2848906,0.223223,2,3,2
"1168",910,"München",2013,2848906,0.251369,2,3,2
"1169",910,"München",2014,2848906,0.249,2,3,2
"1170",910,"München",2015,2848906,0.259293,2,3,2
"1171",911,"Oberfranken-Ost",1998,463196,0.272479,2,4,2
"1172",911,"Oberfranken-Ost",1999,463196,0.270885,2,4,2
"1173",911,"Oberfranken-Ost",2000,463196,0.235539,2,4,2
"1174",911,"Oberfranken-Ost",2001,463196,0.24376,2,4,2
"1175",911,"Oberfranken-Ost",2002,463196,0.245648,2,4,2
"1176",911,"Oberfranken-Ost",2003,463196,0.26833,3,5,2
"1177",911,"Oberfranken-Ost",2004,463196,0.248371,2,4,2
"1178",911,"Oberfranken-Ost",2005,463196,0.283083,2,4,2
"1179",911,"Oberfranken-Ost",2006,463196,0.287451,2,4,2
"1180",911,"Oberfranken-Ost",2007,463196,0.269655,2,4,2
"1181",911,"Oberfranken-Ost",2008,463196,0.306943,2,4,2
"1182",911,"Oberfranken-Ost",2009,463196,0.291968,2,4,2
"1183",911,"Oberfranken-Ost",2010,463196,0.299408,2,4,2
"1184",911,"Oberfranken-Ost",2011,463196,0.304777,2,4,2
"1185",911,"Oberfranken-Ost",2012,463196,0.278427,2,4,2
"1186",911,"Oberfranken-Ost",2013,463196,0.291748,2,4,2
"1187",911,"Oberfranken-Ost",2014,463196,0.295735,2,4,2
"1188",911,"Oberfranken-Ost",2015,463196,0.271333,2,4,2
"1189",912,"Oberfranken-West",1998,596162,0.127076,1,2,1
"1190",912,"Oberfranken-West",1999,596162,0.12794,1,2,1
"1191",912,"Oberfranken-West",2000,596162,0.12524,1,2,1
"1192",912,"Oberfranken-West",2001,596162,0.134563,2,3,2
"1193",912,"Oberfranken-West",2002,596162,0.127769,1,2,1
"1194",912,"Oberfranken-West",2003,596162,0.137408,2,3,2
"1195",912,"Oberfranken-West",2004,596162,0.140781,2,3,2
"1196",912,"Oberfranken-West",2005,596162,0.146821,2,3,2
"1197",912,"Oberfranken-West",2006,596162,0.147638,1,2,1
"1198",912,"Oberfranken-West",2007,596162,0.133683,1,2,1
"1199",912,"Oberfranken-West",2008,596162,0.154892,1,2,1
"1200",912,"Oberfranken-West",2009,596162,0.144829,1,2,1
"1201",912,"Oberfranken-West",2010,596162,0.143912,1,2,1
"1202",912,"Oberfranken-West",2011,596162,0.153217,1,2,1
"1203",912,"Oberfranken-West",2012,596162,0.14171,1,2,1
"1204",912,"Oberfranken-West",2013,596162,0.14163,1,2,1
"1205",912,"Oberfranken-West",2014,596162,0.145859,1,2,1
"1206",912,"Oberfranken-West",2015,596162,0.124024,1,2,1
"1207",913,"Oberland",1998,443507,0.134859,1,2,1
"1208",913,"Oberland",1999,443507,0.139892,1,2,1
"1209",913,"Oberland",2000,443507,0.1233,1,2,1
"1210",913,"Oberland",2001,443507,0.11934,1,2,1
"1211",913,"Oberland",2002,443507,0.112317,1,2,1
"1212",913,"Oberland",2003,443507,0.118562,1,2,1
"1213",913,"Oberland",2004,443507,0.105539,1,2,1
"1214",913,"Oberland",2005,443507,0.123344,1,2,1
"1215",913,"Oberland",2006,443507,0.146862,1,2,1
"1216",913,"Oberland",2007,443507,0.140239,1,2,1
"1217",913,"Oberland",2008,443507,0.138552,1,2,1
"1218",913,"Oberland",2009,443507,0.128154,1,1,1
"1219",913,"Oberland",2010,443507,0.140838,1,2,1
"1220",913,"Oberland",2011,443507,0.133331,1,2,1
"1221",913,"Oberland",2012,443507,0.118057,1,2,1
"1222",913,"Oberland",2013,443507,0.145797,1,2,1
"1223",913,"Oberland",2014,443507,0.145259,1,2,1
"1224",913,"Oberland",2015,443507,0.121928,1,1,1
"1225",914,"Oberpfalz-Nord",1998,500740,0.175271,2,3,2
"1226",914,"Oberpfalz-Nord",1999,500740,0.170595,2,3,2
"1227",914,"Oberpfalz-Nord",2000,500740,0.159204,2,3,2
"1228",914,"Oberpfalz-Nord",2001,500740,0.164015,2,3,2
"1229",914,"Oberpfalz-Nord",2002,500740,0.158138,2,3,2
"1230",914,"Oberpfalz-Nord",2003,500740,0.15255,2,3,2
"1231",914,"Oberpfalz-Nord",2004,500740,0.165302,2,3,2
"1232",914,"Oberpfalz-Nord",2005,500740,0.191979,2,3,2
"1233",914,"Oberpfalz-Nord",2006,500740,0.17818,2,3,2
"1234",914,"Oberpfalz-Nord",2007,500740,0.174909,2,3,2
"1235",914,"Oberpfalz-Nord",2008,500740,0.19133,2,3,2
"1236",914,"Oberpfalz-Nord",2009,500740,0.188294,2,3,2
"1237",914,"Oberpfalz-Nord",2010,500740,0.185175,1,2,1
"1238",914,"Oberpfalz-Nord",2011,500740,0.180824,1,2,1
"1239",914,"Oberpfalz-Nord",2012,500740,0.178928,1,2,1
"1240",914,"Oberpfalz-Nord",2013,500740,0.18136,1,2,1
"1241",914,"Oberpfalz-Nord",2014,500740,0.183349,1,2,1
"1242",914,"Oberpfalz-Nord",2015,500740,0.159377,1,2,1
"1243",915,"Regensburg",1998,710564,0.152411,2,3,2
"1244",915,"Regensburg",1999,710564,0.162036,2,3,2
"1245",915,"Regensburg",2000,710564,0.175682,2,3,2
"1246",915,"Regensburg",2001,710564,0.149253,2,3,2
"1247",915,"Regensburg",2002,710564,0.152128,2,3,2
"1248",915,"Regensburg",2003,710564,0.149141,2,3,2
"1249",915,"Regensburg",2004,710564,0.123344,1,2,1
"1250",915,"Regensburg",2005,710564,0.132544,1,2,1
"1251",915,"Regensburg",2006,710564,0.134443,1,2,1
"1252",915,"Regensburg",2007,710564,0.126809,1,2,1
"1253",915,"Regensburg",2008,710564,0.160165,1,2,1
"1254",915,"Regensburg",2009,710564,0.139301,1,2,1
"1255",915,"Regensburg",2010,710564,0.143713,1,2,1
"1256",915,"Regensburg",2011,710564,0.163084,1,2,1
"1257",915,"Regensburg",2012,710564,0.151829,1,2,1
"1258",915,"Regensburg",2013,710564,0.15608,1,2,1
"1259",915,"Regensburg",2014,710564,0.15726,1,2,1
"1260",915,"Regensburg",2015,710564,0.132203,1,2,1
"1261",916,"Südostoberbayern",1998,816506,0.14171,1,2,1
"1262",916,"Südostoberbayern",1999,816506,0.135211,1,2,1
"1263",916,"Südostoberbayern",2000,816506,0.143505,2,3,2
"1264",916,"Südostoberbayern",2001,816506,0.1302,1,2,1
"1265",916,"Südostoberbayern",2002,816506,0.117889,1,2,1
"1266",916,"Südostoberbayern",2003,816506,0.126936,1,2,1
"1267",916,"Südostoberbayern",2004,816506,0.124938,1,2,1
"1268",916,"Südostoberbayern",2005,816506,0.140578,1,2,1
"1269",916,"Südostoberbayern",2006,816506,0.138016,1,2,1
"1270",916,"Südostoberbayern",2007,816506,0.127774,1,2,1
"1271",916,"Südostoberbayern",2008,816506,0.162849,1,2,1
"1272",916,"Südostoberbayern",2009,816506,0.149458,1,2,1
"1273",916,"Südostoberbayern",2010,816506,0.160605,1,2,1
"1274",916,"Südostoberbayern",2011,816506,0.165282,1,2,1
"1275",916,"Südostoberbayern",2012,816506,0.128478,1,2,1
"1276",916,"Südostoberbayern",2013,816506,0.144189,1,2,1
"1277",916,"Südostoberbayern",2014,816506,0.147536,1,2,1
"1278",916,"Südostoberbayern",2015,816506,0.146449,1,2,1
"1279",917,"Westmittelfranken",1998,414566,0.080674,1,2,1
"1280",917,"Westmittelfranken",1999,414566,0.106729,1,2,1
"1281",917,"Westmittelfranken",2000,414566,0.074038,1,1,1
"1282",917,"Westmittelfranken",2001,414566,0.0732,1,1,1
"1283",917,"Westmittelfranken",2002,414566,0.060123,1,1,1
"1284",917,"Westmittelfranken",2003,414566,0.065365,1,1,1
"1285",917,"Westmittelfranken",2004,414566,0.063801,1,1,1
"1286",917,"Westmittelfranken",2005,414566,0.088401,1,1,1
"1287",917,"Westmittelfranken",2006,414566,0.078645,1,1,1
"1288",917,"Westmittelfranken",2007,414566,0.071805,1,1,1
"1289",917,"Westmittelfranken",2008,414566,0.10366,1,1,1
"1290",917,"Westmittelfranken",2009,414566,0.07437,1,1,1
"1291",917,"Westmittelfranken",2010,414566,0.075408,1,1,1
"1292",917,"Westmittelfranken",2011,414566,0.096921,1,1,1
"1293",917,"Westmittelfranken",2012,414566,0.07191,1,1,1
"1294",917,"Westmittelfranken",2013,414566,0.07621,1,1,1
"1295",917,"Westmittelfranken",2014,414566,0.094408,1,1,1
"1296",917,"Westmittelfranken",2015,414566,0.066766,1,1,1
"1297",918,"Würzburg",1998,500729,0.173521,2,3,2
"1298",918,"Würzburg",1999,500729,0.207506,2,3,2
"1299",918,"Würzburg",2000,500729,0.204116,2,4,2
"1300",918,"Würzburg",2001,500729,0.19294,2,3,2
"1301",918,"Würzburg",2002,500729,0.180025,2,3,2
